season,deputy_id,deputy_name,vist_rank,golos_rank,zakon_rank,allIn_rank,party_name_clean,days,times
3,99102191,Ждакаев Иван Андреевич,3,3,2,3,Без или др,1440,2
3,99102360,Зеленов Евгений Алексеевич,4,5,4,4,Без или др,1440,2
3,99102425,Зяблицев Евгений Геннадьевич,1,3,2,2,Без или др,1370,2
3,99102481,Иванченко Леонид Андреевич,3,3,1,3,кпрф,1440,2
3,99102488,Ивер Василий Михайлович,4,3,1,3,Без или др,1440,2
3,99102624,Казаковцев Владимир Александрович,1,4,1,2,кпрф,1440,2
3,99102672,Калягин Владимир Александрович,4,4,3,4,кпрф,1440,2
3,99102771,Катальников Владимир Дмитриевич,1,5,2,3,Без или др,1440,2
3,99102806,Кибирев Борис Григорьевич,4,4,2,4,кпрф,1440,2
3,99102902,Кныш Валентин Филиппович,1,3,1,2,кпрф,1440,2
3,99102913,Кобзон Иосиф Давыдович,1,5,2,3,Без или др,1440,2
3,99103008,Коломейцев Николай Васильевич,5,4,2,4,кпрф,1440,2
3,99103146,Коротков Леонид Викторович,1,1,3,2,Без или др,462,2
3,99103172,Костин Георгий Васильевич,2,4,1,3,Без или др,1439,2
3,99103226,Кравец Александр Алексеевич,2,3,2,3,кпрф,1440,2
3,99103286,Кругликов Александр Леонидович,3,4,2,3,кпрф,1440,2
3,99103327,Куваев Александр Александрович,1,4,1,2,кпрф,1440,2
3,99103379,Кузнецов Михаил Варфоломеевич,1,3,1,2,Без или др,1439,2
3,99103433,Куликов Александр Дмитриевич,3,3,4,4,кпрф,1440,2
3,99103607,Лемешов Геннадий Владимирович,1,5,1,3,единая россия,959,2
3,99103863,Бурулько Александр Петрович,1,4,1,2,Без или др,1440,2
3,99103965,Маслюков Юрий Дмитриевич,2,3,3,3,кпрф,1440,2
3,99104023,Мельников Иван Иванович,3,3,3,3,кпрф,1440,2
3,99104055,Мизулина Елена Борисовна,5,2,1,3,Без или др,1439,2
3,99104259,Мусатов Михаил Иванович,1,3,1,1,лдпр,1440,2
3,99104392,Никитин Владимир Петрович,3,3,2,3,Без или др,1440,2
3,99104393,Никитин Владимир Степанович,1,3,1,2,кпрф,1440,2
3,99104403,Никитчук Иван Игнатьевич,5,3,3,4,кпрф,1440,2
3,99104404,Никифоренко Юрий Васильевич,4,3,2,3,кпрф,1440,2
3,99104578,Останина Нина Александровна,3,3,3,4,Без или др,1439,2
3,99104695,Пашуто Владимир Ростиславович,5,3,4,4,Без или др,1440,2
3,99104769,Пешков Виктор Петрович,1,4,3,2,кпрф,1440,2
3,99104793,Пискун Николай Леонидович,3,4,2,3,Без или др,1439,2
3,99104953,Попов Сергей Алексеевич,4,3,2,3,яблоко,1440,2
3,99105084,Райков Геннадий Иванович,5,5,5,5,Без или др,1439,2
3,99105149,Рогозин Дмитрий Олегович,4,4,3,4,Без или др,1439,2
3,99105189,Романов Валентин Степанович,5,4,1,3,кпрф,1440,2
3,99105193,Романов Петр Васильевич,1,3,1,1,кпрф,1440,2
3,99105262,Рыжков Николай Иванович,4,2,1,3,Без или др,1358,2
3,99105318,Савицкая Светлана Евгеньевна,3,3,1,2,кпрф,1440,2
3,99105369,Салий Александр Иванович,5,4,2,4,Без или др,1439,2
3,99105417,Сапожников Николай Иванович,1,4,2,2,кпрф,1440,2
3,99105443,Сафронов Виталий Александрович,2,4,3,3,кпрф,1440,2
3,99105461,Свечников Петр Григорьевич,1,3,1,2,Без или др,1440,2
3,99105520,Сенин Григорий Николаевич,1,4,1,2,Без или др,1440,2
3,99105719,Смолин Олег Николаевич,5,3,3,4,Без или др,1440,2
3,99105743,Сокол Святослав Михайлович,3,3,2,3,кпрф,1440,2
3,99105790,Соломатин Егор Юрьевич,2,3,2,3,лдпр,1440,2
3,99105819,Сохов Владимир Казбулатович,1,5,3,3,единая россия,1440,2
3,99106031,Тарачев Владимир Александрович,3,5,4,4,единая россия,1440,2
3,99106113,Тихонов Владимир Ильич,2,4,1,3,кпрф,366,2
3,99106116,Тихонов Георгий Иванович,4,2,1,3,Без или др,1440,2
3,99106123,Ткачев Александр Николаевич,2,2,3,2,Без или др,330,2
3,99106123,Ткачев Александр Николаевич,2,2,3,2,Без или др,330,2
3,99109809,Ткачев Александр Николаевич,2,5,1,3,единая россия,256,1
3,99109809,Ткачев Александр Николаевич,2,5,1,3,единая россия,256,1
3,99106152,Топорков Владимир Федорович,1,3,3,3,кпрф,1247,2
3,99106517,Ходырев Геннадий Максимович,2,4,3,3,кпрф,611,2
3,99106685,Черномырдин Виктор Степанович,1,5,1,2,единая россия,492,1
3,99106714,Чехоев Анатолий Георгиевич,4,3,1,3,кпрф,1440,2
3,99106766,Шабанов Александр Александрович,2,4,1,2,кпрф,1440,2
3,99106782,Шаклеин Николай Иванович,5,5,1,4,Без или др,1440,2
3,99106797,Шандыбин Василий Иванович,4,4,2,4,кпрф,1440,2
3,99106838,Шашурин Сергей Петрович,2,4,3,3,Без или др,1439,2
3,99106845,Швец Любовь Никитична,3,4,1,3,кпрф,1440,2
3,99106929,Шишлов Александр Владимирович,4,3,4,4,яблоко,1440,2
3,99106978,Штогрин Сергей Иванович,5,4,4,5,Без или др,1440,2
3,99107007,Шурчанов Валентин Сергеевич,2,4,1,2,кпрф,1440,1
3,99107030,Щекочихин Юрий Петрович,1,3,1,2,яблоко,1262,2
3,99107093,Юрчик Владислав Григорьевич,2,3,1,2,кпрф,1440,2
3,99107113,Язев Валерий Афонасьевич,2,5,3,4,единая россия,1440,2
3,99107115,Боос Георгий Валентинович,5,4,4,5,единая россия,1440,2
3,99107253,Брынцалов Владимир Алексеевич,1,5,1,2,единая россия,1438,2
3,99107264,Бугера Михаил Евгеньевич,3,4,4,4,Без или др,1440,2
3,99107266,Будажапов Сергей Пурбуевич,2,4,3,3,кпрф,1440,2
3,99107303,Бурлуцкий Юрий Иванович,2,3,1,2,кпрф,1440,2
3,99107447,Ищенко Евгений Петрович,4,3,3,3,Без или др,1356,2
3,99107479,Новиков Александр Васильевич,2,3,3,3,лдпр,1440,1
3,99107483,Коржаков Александр Васильевич,1,5,2,3,единая россия,1439,2
3,99107493,Буткеев Владимир Анатольевич,4,4,3,4,Без или др,1440,2
3,99107518,Бичелдей Каадыр-оол Алексеевич,3,5,4,4,единая россия,1440,1
3,99107556,Зубов Валерий Михайлович,4,3,4,4,Без или др,1439,1
3,99107636,Тяжлов Анатолий Степанович,1,5,1,2,единая россия,1440,1
3,99107656,Пехтин Владимир Алексеевич,3,5,5,5,единая россия,1439,1
3,99107659,Мещерин Иван Васильевич,1,3,1,2,Без или др,1440,2
3,99107662,Майтаков Георгий Григорьевич,2,4,1,3,Без или др,1440,2
3,99107686,Чершинцев Александр Григорьевич,2,4,3,4,Без или др,1440,2
3,99107687,Гартунг Валерий Карлович,1,3,1,2,Без или др,1437,2
3,99107706,Немцов Борис Ефимович,3,3,3,3,Без или др,1439,1
3,99107708,Пивненко Валентина Николаевна,3,5,3,4,Без или др,1439,1
3,99107714,Соболев Анатолий Николаевич,1,5,3,3,единая россия,1440,1
3,99107724,Николаев Андрей Иванович,3,4,3,4,Без или др,1439,2
3,99107732,Медведев Юрий Германович,3,5,3,4,Без или др,1440,1
3,99107756,Лихачев Алексей Евгеньевич,2,4,1,2,Без или др,1282,1
3,99107765,Аслаханов Асламбек Ахмедович,2,5,1,3,единая россия,1141,1
3,99107766,Алтухов Василий Петрович,4,3,2,3,кпрф,1143,1
3,99107767,Чернышенко Игорь Константинович,3,3,1,2,Без или др,1118,1
3,99107782,Текеев Магомет Абдул-Халимович,1,5,3,3,единая россия,1111,1
3,99107822,Юдин Владимир Иванович,2,5,1,3,Без или др,1057,1
3,99107823,Гудков Геннадий Владимирович,2,5,3,4,Без или др,1013,1
3,99107847,Вульф Андрей Юрьевич,4,3,2,3,Без или др,988,1
3,99107848,Амирханов Алихан Хусейнович,1,4,1,2,единая россия,984,1
3,99107869,Денисов Николай Григорьевич,2,3,2,2,Без или др,1048,1
3,99107870,Крутова Валентина Васильевна,1,4,3,3,кпрф,943,1
3,99107871,Етылин Владимир Михайлович,1,3,2,2,Без или др,908,1
3,99107877,Винидиктов Александр Николаевич,3,3,2,3,Без или др,810,1
3,99107878,Ондар Чылгычы Чимит-Доржуевич,1,5,1,2,единая россия,803,1
3,99107892,Комарова Наталья Владимировна,2,5,3,3,единая россия,740,1
